current_frame,Angle1,Angle2,Angle3,Angle4
481,128.8,149.22,102.21,96.34
482,128.95,136.4,99.65,87.99
483,121.42,130.72,96.64,83.53
484,112.22,124.82,92.79,82.11
485,102.36,118.91,95.17,89.01
486,98.6,117.35,98.1,87.36
487,94.74,111.83,95.59,90.93
488,93.13,106.81,97.05,84.54
489,92.45,104.74,97.51,88.71
490,90.82,94.95,96.15,86.89
491,88.29,94.45,94.69,82.55
492,85.51,90.6,96.14,84.95
493,84.4,89.72,92.76,85.8
494,83,93.02,94.72,90.57
495,83.21,90.91,95.54,87.83
496,83.07,89.36,94.41,85.55
497,83.03,90.3,95.26,86.98
498,86.06,89.23,100.42,84.15
499,89.02,90.77,99.78,85.12
500,91.98,92.55,100.59,85.11
501,90.62,93.03,98.78,89.46
502,92.47,95.58,101.03,88.55
503,92.14,94.5,100.64,88.15
504,94.17,94.08,99.64,90.95
505,95.55,99.19,102.42,92.42
506,99.26,100.69,98.92,92.45
507,102.09,107.12,98.97,93.55
508,105.5,112.27,102.18,93.04
509,104.26,113.78,100.62,92.25
510,106.53,111.86,100.99,94
511,112.75,116.62,103.01,94.65
512,113.2,122.33,101.21,89.78
513,116.89,128.26,105.43,94.33
514,121.91,128.03,104.21,94.49
515,126.09,135.05,105.16,89.22
516,126.12,139.64,107.41,91.92
517,127.79,144.06,105.35,92.75
518,126.89,148.59,105.26,100.03
519,132,145.05,108.37,96.92
520,135.75,146.63,111.41,100.25
521,141.52,145.94,109.83,98.33
522,147.75,153.46,109.83,98.13
523,151.12,155.69,110.68,97.13
524,152.08,161.44,114.14,103.94
525,152.71,165.08,110.76,100.33
526,156.03,168.61,111.69,102.53
527,163.08,173.19,116.56,105.69
528,167.11,175.49,119.74,106.78
529,171.46,174.48,120.54,104.78
530,173.44,176.62,119.33,105.74
531,175.81,177.85,119.36,108.28
532,176.02,176.77,119.25,103.8
533,178.94,177.85,118.96,102.36
534,177.18,179.03,114.94,104.94
535,179.09,179.21,118.04,105.93
536,179.11,177.94,117.98,108.35
537,178.96,177.06,117.92,109.42
538,177.83,178.15,118.03,105.15
539,177.52,174.65,113.63,104.95
540,177.8,172.52,118,112.74
541,175.47,173.46,117.87,109.25
542,174.51,173.69,114.59,108.48
543,173.71,174.61,117.83,111.77
544,174.68,173.69,117.9,108.2
545,174.35,172.5,114.61,108.51
546,173.55,169.3,117.8,110.56
547,174.36,172.16,117.91,109.44
548,174.23,174.41,115.77,105.86
549,175.6,171.55,117.8,109.34
550,175.45,171.31,115.67,107
551,174.58,173.82,117.91,105.75
552,174.52,171.57,117.9,109.32
553,173.5,171.55,117.94,107.91
554,173.49,171.49,115.71,106.21
555,174.38,171.26,117.95,106.19
