current_frame,Angle1,Angle2,Angle3,Angle4
176,103.38,113.49,72.6,82.07
177,104.65,116.99,75.93,83.17
178,107.37,123.45,75.12,83.26
179,108.8,119.97,74.14,81.76
180,108.23,124.5,79.51,89.1
181,111.04,121.95,82.98,88.42
182,115.49,124.58,80.6,86.79
183,116.92,125.06,84.51,84.25
184,117.94,126.01,77.11,81.52
185,119.43,127.88,76.16,81.24
186,119.55,130.62,79.56,80.5
187,121.36,136.64,76.88,76.58
188,125.43,142.45,85.15,89.28
189,125.64,140.44,80.63,81.47
190,131.43,141.89,78.43,85.7
191,137.82,147.2,87.58,99.72
192,143.8,150.05,91.81,91.37
193,149.74,149.43,95.18,97.35
194,156.92,149.84,99.45,93.4
195,160.15,155.8,103.59,92.18
196,164.21,163.63,115.93,116.19
197,167.63,166.91,126.19,125.88
198,172.89,170.73,129.77,128.46
199,176.35,175.76,140.54,138.14
200,174.8,179.52,145.92,149.72
201,178.1,175.78,137.94,141.15
202,176.63,175.97,133.39,137.96
203,178.0,179.75,139.93,136.15
204,178.19,171.85,140.51,104.4
205,176.64,177.65,140.51,130.79
206,179.95,177.6,139.96,128.16
207,179.98,178.11,137.62,132.94
208,178.32,177.98,130.72,135.51
209,178.15,173.23,133.05,103.1
210,178.19,179.57,130.6,135.75
211,178.13,179.5,130.75,99.1
212,178.1,177.74,130.4,82.07
213,178.08,175.5,133.1,80.36
214,178.04,171.59,133.02,77.14
215,176.54,173.74,130.35,83.81
216,176.1,168.0,131.06,84.32
217,176.04,169.81,130.96,80.09
218,176.0,170.04,131.04,86.44
219,174.59,169.86,128.67,75.32
220,174.51,171.57,131.12,81.8
221,173.08,171.42,127.48,76.78
222,174.65,167.89,131.37,70.24
223,174.63,165.55,131.2,72.72
224,176.1,168.95,131.4,75.49
225,174.64,166.19,131.45,73.49
226,174.64,171.32,136.19,133.23
227,172.79,175.38,134.13,91.16
228,174.67,171.95,134.17,100.22
229,173.07,172.23,134.57,131.8
230,172.94,167.83,134.43,131.08
231,173.0,164.73,136.5,78.08
232,173.17,167.29,134.34,134.68
233,173.27,164.57,134.56,119.75
234,171.68,170.51,138.47,136.35
235,176.39,173.58,144.2,140.67
236,171.42,173.64,138.13,139.96
237,172.79,172.4,138.15,137.88
238,171.24,174.72,138.24,144.32
239,169.54,172.51,128.09,131.39
240,163.22,167.01,116.94,108.86
241,160.09,159.25,110.54,110.33
242,153.46,162.81,102.75,91.37
243,156.03,156.6,101.37,98.46
244,143.23,160.13,97.34,107.87
245,136.75,151.52,96.52,103.11
246,133.6,153.34,94.31,99.39
247,132.05,150.33,94.28,94.21
248,129.92,148.53,90.75,97.59
249,127.64,145.82,90.62,96.79
250,124.03,139.74,85.28,92.96
